time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-01-27T05:51:07.298Z,56.3288,-148.8831,11.6,2.8,ml,,,,0.63,ak,ak18205651,2018-01-27T18:18:59.252Z,"268km SE of Kodiak, Alaska",earthquake,,8.7,,,reviewed,ak,ak
2018-01-27T05:38:08.590Z,-18.0044,-177.9268,565.35,4.7,mb,,79,7.18,0.77,us,us2000cqaj,2018-01-27T06:19:08.040Z,Fiji region,earthquake,12.6,10,0.104,28,reviewed,us,us
2018-01-27T05:11:00.695Z,56.9775,-150.5213,4.8,3,ml,,,,0.74,ak,ak18205644,2018-01-27T05:18:23.967Z,"145km SE of Kodiak, Alaska",earthquake,,2.7,,,automatic,ak,ak
2018-01-27T04:15:09.274Z,61.7613,-148.1805,5.5,2.8,ml,,,,0.63,ak,ak18205169,2018-01-27T04:23:25.167Z,"35km E of Sutton-Alpine, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-01-27T04:11:54.467Z,56.5229,-148.7959,11.6,3.9,ml,,,,0.7,ak,ak18205158,2018-01-27T18:10:00.200Z,Gulf of Alaska,earthquake,,2.9,,,reviewed,ak,ak
2018-01-27T03:58:42.726Z,56.5178,-148.6695,10,4.1,ml,,,,0.64,ak,ak18205125,2018-01-27T17:55:54.176Z,"249km ESE of Kodiak, Alaska",earthquake,,0,,,reviewed,ak,ak
2018-01-27T03:53:34.943Z,58.1424,-154.4892,33.7,2.9,ml,,,,0.97,ak,ak18205098,2018-01-27T04:03:40.348Z,"73km NNW of Larsen Bay, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-01-27T03:52:58.870Z,55.703,-149.2271,15.11,4.4,mb,,161,2.719,0.94,us,us2000cq99,2018-01-27T04:09:00.040Z,Gulf of Alaska,earthquake,8,3,0.078,48,reviewed,us,us
2018-01-27T03:48:22.086Z,57.5733,-150.973,41.8,2.8,ml,,,,1.01,ak,ak18205096,2018-01-27T03:56:42.367Z,"88km ESE of Kodiak, Alaska",earthquake,,23,,,automatic,ak,ak
2018-01-27T03:35:46.235Z,56.4188,-148.9504,8,3,ml,,,,0.64,ak,ak18205092,2018-01-27T04:00:16.237Z,"259km SE of Kodiak, Alaska",earthquake,,5.3,,,reviewed,ak,ak
2018-01-27T03:20:55.349Z,56.1411,-149.2227,3.1,3.7,ml,,,,0.79,ak,ak18205003,2018-01-27T03:45:04.816Z,"266km SE of Kodiak, Alaska",earthquake,,1.7,,,reviewed,ak,ak
2018-01-27T03:01:37.488Z,56.0879,-150.3892,39.9,3.5,ml,,,,0.7,ak,ak18204603,2018-01-27T03:10:51.977Z,"225km SSE of Kodiak, Alaska",earthquake,,1.1,,,automatic,ak,ak
2018-01-27T02:44:43.339Z,61.7524,-148.1512,0,2.5,ml,,,,0.93,ak,ak18204584,2018-01-27T02:52:43.292Z,"37km E of Sutton-Alpine, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-01-27T02:34:56.860Z,55.529,166.2932,31.87,4.9,mb,,103,5.133,0.78,us,us2000cq8m,2018-01-27T02:54:15.040Z,"41km NNE of Nikol'skoye, Russia",earthquake,9.7,5.2,0.037,228,reviewed,us,us
2018-01-27T02:30:30.620Z,-40.333,174.0082,140.29,4.5,mb,,91,0.899,0.7,us,us2000cq8l,2018-01-29T00:23:40.071Z,"75km SSW of Patea, New Zealand",earthquake,7.7,8,0.191,8,reviewed,us,us
2018-01-27T02:23:57.490Z,-3.274,146.0164,10,5.1,mb,,51,1.82,0.88,us,us2000cq8k,2018-01-27T02:42:08.040Z,"196km SW of Lorengau, Papua New Guinea",earthquake,8.3,1.9,0.078,53,reviewed,us,us
2018-01-27T01:42:50.508Z,56.0085,-149.7341,11.2,4.2,ml,,,,0.67,ak,ak18204102,2018-01-27T02:13:23.616Z,"253km SE of Kodiak, Alaska",earthquake,,4.3,,,reviewed,ak,ak
2018-01-27T01:41:07.330Z,42.5813,-111.4609,10,2.7,ml,,75,0.129,1.04,us,us2000cq83,2018-01-27T01:57:28.040Z,"14km SE of Soda Springs, Idaho",earthquake,1.7,1.9,0.048,58,reviewed,us,us
2018-01-27T01:36:13.150Z,-23.0037,-66.5073,214.75,4.5,mb,,36,1.541,1.11,us,us2000cq80,2018-01-27T01:50:59.040Z,"87km WNW of El Aguilar, Argentina",earthquake,4.8,8.1,0.066,68,reviewed,us,us
2018-01-27T00:42:36.710Z,18.9038,-65.1495,29,3.26,md,7,331,1.034,0.3,pr,pr2018027001,2018-01-27T03:08:39.100Z,"66km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.77,20.46,0.09,4,reviewed,pr,pr
2018-01-27T00:29:00.798Z,56.2334,-150.0356,13.2,3.5,ml,,,,0.63,ak,ak18203591,2018-01-27T00:44:01.934Z,"225km SE of Kodiak, Alaska",earthquake,,6.4,,,automatic,ak,ak
2018-01-27T00:23:19.187Z,67.409,-145.7687,7.4,2.7,ml,,,,0.65,ak,ak18203549,2018-01-27T00:40:34.040Z,"80km S of Arctic Village, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-01-27T00:13:26.380Z,18.8585,-65.184,40,3.2,md,4,330,0.9774,0.3,pr,pr2018027000,2018-01-27T03:08:28.460Z,"62km NNE of Culebra, Puerto Rico",earthquake,5.49,16.91,0.05,3,reviewed,pr,pr
2018-01-26T23:57:21.240Z,10.287,-62.2872,40.3,4.2,mb,,164,1.936,0.56,us,us2000cq7e,2018-01-27T03:06:16.743Z,"31km S of Guiria, Venezuela",earthquake,4.6,19,0.214,6,reviewed,us,us
2018-01-26T23:32:17.953Z,56.3555,-148.5585,12,3.9,ml,,,,0.64,ak,ak18203127,2018-01-27T01:27:03.199Z,"284km ESE of Kodiak, Alaska",earthquake,,2.7,,,reviewed,ak,ak
2018-01-26T23:18:43.010Z,56.0502,-148.6579,19.93,3.9,mb,,162,2.765,0.76,us,us2000cq6s,2018-01-26T23:32:19.040Z,"299km SE of Kodiak, Alaska",earthquake,8.3,8.5,0.362,2,reviewed,us,us
2018-01-26T23:08:13.280Z,56.1356,-148.6286,10,3.7,ml,,206,2.723,0.63,us,us2000cq69,2018-01-26T23:21:12.040Z,"294km SE of Kodiak, Alaska",earthquake,4.1,2,0.057,41,reviewed,us,us
2018-01-26T22:47:57.880Z,-3.5375,145.8428,10,6.3,mww,,18,2.125,1.36,us,us2000cq5t,2018-01-27T06:43:57.042Z,"186km N of Madang, Papua New Guinea",earthquake,7,1.7,0.063,24,reviewed,us,us
2018-01-26T22:42:53.976Z,56.525,-148.7578,11.9,4.2,ml,,,,0.74,ak,ak18202636,2018-01-27T00:29:36.328Z,"261km ESE of Kodiak, Alaska",earthquake,,3.9,,,reviewed,ak,ak
2018-01-26T22:27:06.420Z,-15.8602,-74.7993,10,4.7,mb,,154,4.33,0.97,us,us2000cq4y,2018-01-26T23:22:13.572Z,"51km SSW of Acari, Peru",earthquake,6.9,1.9,0.079,49,reviewed,us,us
2018-01-26T22:24:01.631Z,57.475,-152.725,1.1,2.6,ml,,,,0.72,ak,ak18202576,2018-01-26T22:29:55.713Z,"33km SSW of Kodiak Station, Alaska",earthquake,,2.9,,,automatic,ak,ak
2018-01-26T22:09:21.980Z,35.7207,23.9939,72.68,4.1,mb,,162,2.585,0.98,us,us2000cq4i,2018-01-27T04:46:02.286Z,"23km N of Chania, Greece",earthquake,8.7,14,0.114,21,reviewed,us,us
2018-01-26T22:05:25.610Z,10.2049,-62.172,41.37,4.6,mb,,77,1.981,0.76,us,us2000cq4g,2018-01-26T22:44:13.040Z,"27km NNE of Pedernales, Venezuela",earthquake,8,11.1,0.105,27,reviewed,us,us
2018-01-26T21:40:00.020Z,18.911,-65.136,32,3.14,md,6,331,1.0485,0.48,pr,pr2018026008,2018-01-27T00:56:55.180Z,"66km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,4.73,31.16,0.1,2,reviewed,pr,pr
2018-01-26T21:10:05.104Z,61.7519,-148.1745,0.6,4.3,ml,,,,0.64,ak,ak18202118,2018-01-28T18:29:39.040Z,"36km E of Sutton-Alpine, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2018-01-26T20:30:32.630Z,10.2419,-62.2588,42.8,4.8,mb,,34,1.97,0.77,us,us2000cq1t,2018-01-28T19:20:33.585Z,"29km N of Pedernales, Venezuela",earthquake,6.8,7.8,0.043,170,reviewed,us,us
2018-01-26T20:24:41.880Z,32.6224,140.3503,114.71,4.2,mb,,127,0.667,1.29,us,us2000cq21,2018-01-27T19:28:50.040Z,"72km SE of Hachijo-jima, Japan",earthquake,8.6,5.7,0.098,31,reviewed,us,us
2018-01-26T20:17:35.210Z,33.5728,45.66,10,4.6,mb,,66,1.541,0.89,us,us2000cq1f,2018-01-27T19:21:42.110Z,"21km SSE of Mandali, Iraq",earthquake,6.7,1.9,0.057,91,reviewed,us,us
2018-01-26T19:54:17.920Z,26.7303,-111.1018,13.43,4.4,mb,,140,1.173,1.19,us,us2000cq0x,2018-01-27T19:18:35.150Z,"82km NNE of Loreto, Mexico",earthquake,6.3,4.9,0.07,58,reviewed,us,us
2018-01-26T19:45:58.307Z,56.2172,-149.3091,11.2,2.8,ml,,,,0.79,ak,ak18201404,2018-01-27T22:10:44.459Z,"243km SE of Kodiak, Alaska",earthquake,,14,,,reviewed,ak,ak
2018-01-26T18:44:07.655Z,63.3465,-150.6135,7.2,2.7,ml,,,,0.81,ak,ak18201029,2018-01-27T17:50:12.040Z,"82km W of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-01-26T18:14:09.502Z,56.2267,-149.3364,9.2,3.3,ml,,,,0.7,ak,ak18201022,2018-01-27T17:04:37.040Z,"255km SE of Kodiak, Alaska",earthquake,,4.6,,,reviewed,ak,ak
2018-01-26T18:11:00.350Z,38.2257,141.5962,65.88,4.5,mb,,133,0.729,0.74,us,us2000cpyy,2018-01-27T16:46:37.462Z,"33km SE of Ishinomaki, Japan",earthquake,5.1,7.3,0.071,58,reviewed,us,us
2018-01-26T17:52:00.900Z,36.2048,-98.6917,5.792,2.9,ml,,88,,0.46,us,us2000cpyh,2018-01-27T16:42:35.040Z,"20km WSW of Fairview, Oklahoma",earthquake,1.2,5.3,,,reviewed,tul,tul
2018-01-26T17:34:42.424Z,56.2137,-149.9902,80.5,3.6,ml,,,,0.65,ak,ak18200949,2018-01-26T17:47:30.092Z,"228km SE of Kodiak, Alaska",earthquake,,6.5,,,automatic,ak,ak
2018-01-26T17:08:22.341Z,56.4434,-147.8794,7.2,3.3,ml,,,,0.53,ak,ak18200655,2018-01-27T16:26:47.040Z,Gulf of Alaska,earthquake,,5.4,,,reviewed,ak,ak
2018-01-26T17:05:33.429Z,55.8892,-150.2782,10.3,3.2,ml,,,,0.76,ak,ak18200652,2018-01-27T15:53:34.040Z,"245km SE of Kodiak, Alaska",earthquake,,7.3,,,reviewed,ak,ak
2018-01-26T16:43:08.549Z,60.2591,-145.2711,26.4,2.9,ml,,,,1.09,ak,ak18200583,2018-01-26T16:48:09.135Z,"41km SE of Cordova, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-01-26T16:42:08.516Z,55.9494,-149.9977,11.5,4.6,ml,,,,0.85,ak,ak18200577,2018-01-26T21:23:38.682Z,"252km SE of Kodiak, Alaska",earthquake,,4.6,,,reviewed,ak,ak
2018-01-26T16:31:30.450Z,23.057,121.0332,10,4.5,mb,,111,0.242,1.27,us,us2000cpuf,2018-01-26T17:18:25.040Z,"34km NNW of Taitung City, Taiwan",earthquake,6.7,1.8,0.103,28,reviewed,us,us
2018-01-26T16:13:47.260Z,55.7412,-161.0732,1.7,2.7,ml,,,,0.37,ak,ak18200291,2018-01-26T19:48:13.663Z,"57km NW of Sand Point, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2018-01-26T16:10:46.500Z,36.5363,-98.9676,6.173,2.5,ml,,220,,0.21,us,us2000cpu8,2018-01-26T19:15:13.040Z,"23km ENE of Mooreland, Oklahoma",earthquake,1.9,2.8,,,reviewed,tul,tul
2018-01-26T15:49:58.950Z,18.3706,-67.5931,81,3.03,md,5,157,0.4916,0.34,pr,pr2018026006,2018-01-26T20:45:07.878Z,"36km W of Rincon, Puerto Rico",earthquake,2.79,2.86,0.02,4,reviewed,pr,pr
2018-01-26T15:26:21.190Z,-37.436,-74.0994,10,4.8,mb,,133,1,1.04,us,us2000cptq,2018-01-27T04:30:57.667Z,"44km WNW of Lebu, Chile",earthquake,3.3,1.9,0.111,25,reviewed,us,us
2018-01-26T15:15:58.710Z,19.3935,-155.278,1.72,2.47,ml,29,42,0.004513,0.09,hv,hv70021937,2018-01-26T19:42:34.200Z,"6km SW of Volcano, Hawaii",earthquake,0.17,0.16,0.22,23,reviewed,hv,hv
2018-01-26T15:05:54.130Z,19.3926667,-155.2773333,1.69,2.52,ml,38,42,0.004399,0.09,hv,hv70021927,2018-01-26T21:36:31.840Z,"6km SW of Volcano, Hawaii",earthquake,0.16,0.14,0.236,23,reviewed,hv,hv
2018-01-26T14:47:25.890Z,10.1073,-62.0462,32.43,4.9,mb,,102,2.049,1.28,us,us2000cptd,2018-01-26T15:39:39.613Z,"27km NE of Pedernales, Venezuela",earthquake,8.7,3.6,0.177,10,reviewed,us,us
2018-01-26T14:18:42.274Z,56.0113,-149.8334,11,3.1,ml,,,,0.72,ak,ak18199901,2018-01-26T19:40:03.286Z,"252km SE of Kodiak, Alaska",earthquake,,7.6,,,reviewed,ak,ak
2018-01-26T13:27:06.470Z,-37.4435,-74.0282,10,4.9,mwr,,133,0.964,0.91,us,us2000cpsu,2018-01-26T20:39:24.040Z,"38km WNW of Lebu, Chile",earthquake,5.9,1.7,0.05,39,reviewed,us,us
2018-01-26T13:04:26.890Z,59.9693,-154.2222,197.8,2.8,ml,,,,1.04,ak,ak18199302,2018-01-26T13:13:21.874Z,"45km ENE of Old Iliamna, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-01-26T11:18:17.800Z,36.1645,69.9566,111.92,4.4,mb,,79,1.08,0.74,us,us2000cpr1,2018-01-26T11:36:08.040Z,"46km S of Farkhar, Afghanistan",earthquake,6.1,8.5,0.149,13,reviewed,us,us
2018-01-26T10:43:45.910Z,-1.1142,126.8537,18.49,5.3,mww,,59,1.942,0.92,us,us2000cpqs,2018-01-26T20:23:14.040Z,"94km WNW of Laiwui, Indonesia",earthquake,6.3,4.2,0.073,18,reviewed,us,us
2018-01-26T10:38:23.360Z,-3.0492,145.9648,25.53,4.6,mb,,69,1.72,0.79,us,us2000cpqt,2018-01-26T11:25:24.040Z,"184km SW of Lorengau, Papua New Guinea",earthquake,8.2,3.7,0.119,21,reviewed,us,us
2018-01-26T10:12:51.070Z,-7.2402,105.8131,65.03,4.7,mb,,95,3.223,1.33,us,us2000cpqh,2018-01-26T10:33:57.040Z,"45km S of Binuangeun, Indonesia",earthquake,4.4,8.4,0.09,38,reviewed,us,us
2018-01-26T09:02:08.810Z,18.3496,-68.423,86,3.39,md,8,141,1.3171,0.57,pr,pr2018026002,2018-01-26T11:38:29.956Z,"19km E of Boca de Yuma, Dominican Republic",earthquake,3.94,4.42,0.1,5,reviewed,pr,pr
2018-01-26T08:59:03.239Z,56.195,-150.3569,35.3,3.9,ml,,,,0.73,ak,ak18198377,2018-01-26T12:52:47.040Z,"238km SSE of Kodiak, Alaska",earthquake,,9.9,,,automatic,ak,ak
2018-01-26T08:29:04.070Z,36.2506667,-119.768,21.05,2.91,ml,55,73,0.3195,0.12,nc,nc72958756,2018-01-27T17:17:37.057Z,"6km SSE of Lemoore, CA",earthquake,0.33,0.42,0.186,18,reviewed,nc,nc
2018-01-26T08:27:29.080Z,37.5726667,-118.8393333,1.62,2.72,md,39,82,0.01914,0.03,nc,nc72958751,2018-01-27T02:36:35.501Z,"14km W of Toms Place, CA",earthquake,0.18,0.37,0.21,32,reviewed,nc,nc
2018-01-26T08:20:48.100Z,39.4404,-81.7053,11.19,2.5,mb_lg,,43,0.248,0.43,us,us2000cpsx,2018-01-28T18:08:05.166Z,"13km SSW of Beverly, Ohio",earthquake,1.7,7.6,0.161,10,reviewed,us,us
2018-01-26T08:01:16.314Z,56.4652,-148.5727,12,4,ml,,,,0.77,ak,ak18198075,2018-01-26T19:21:32.078Z,"263km ESE of Kodiak, Alaska",earthquake,,3.2,,,reviewed,ak,ak
2018-01-26T07:28:36.750Z,16.1282,-47.4333,10,5.1,mb,,92,12.086,0.77,us,us2000cpnn,2018-01-26T07:47:45.040Z,Northern Mid-Atlantic Ridge,earthquake,11.3,1.9,0.072,63,reviewed,us,us
2018-01-26T07:26:16.480Z,59.7163,-153.1835,109.3,2.6,ml,,,,0.39,ak,ak18197728,2018-01-26T15:29:03.562Z,"76km W of Anchor Point, Alaska",earthquake,,0.8,,,automatic,ak,ak
2018-01-26T07:22:33.800Z,37.2901667,-121.6635,6.06,2.94,md,125,26,0.03206,0.1,nc,nc72958726,2018-01-27T02:57:53.292Z,"16km E of Seven Trees, CA",earthquake,0.08,0.14,0.13,141,reviewed,nc,nc
2018-01-26T07:20:31.985Z,62.1749,-147.7977,36,4.1,ml,,,,0.59,ak,ak18197701,2018-01-28T18:36:48.040Z,"69km NE of Sutton-Alpine, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2018-01-26T06:51:53.499Z,56.4071,-149.644,0,3.7,ml,,,,0.91,ak,ak18197666,2018-01-26T06:56:45.435Z,"227km SE of Kodiak, Alaska",earthquake,,3.2,,,automatic,ak,ak
2018-01-26T06:33:13.440Z,55.7973,-149.7864,7.41,3.9,mb,,240,2.409,1.07,us,us2000cpn5,2018-01-26T08:04:19.040Z,"273km SE of Kodiak, Alaska",earthquake,11,8.5,0.363,2,reviewed,us,us
2018-01-26T06:18:17.290Z,55.6598,-149.252,7.96,4,mb,,248,2.733,0.53,us,us2000cpn2,2018-01-26T09:15:11.158Z,Gulf of Alaska,earthquake,9.8,8.3,0.367,2,reviewed,us,us
2018-01-26T05:46:12.470Z,59.6071,-138.8631,0,3,ml,,,,0.66,us,us2000cpmv,2018-01-26T06:42:57.040Z,"49km E of Yakutat, Alaska",earthquake,5.6,7.9,,,reviewed,ak,ak
2018-01-26T05:44:25.730Z,59.7788,-136.6247,1.81,2.9,ml,,82,0.583,0.66,us,us2000cpmu,2018-01-26T06:39:33.040Z,"82km WNW of Skagway, Alaska",earthquake,2,9.8,0.057,41,reviewed,us,us
2018-01-26T05:40:25.570Z,42.5484,-111.4156,9.59,3.3,ml,,66,0.175,0.41,us,us2000cpmq,2018-01-27T03:43:16.994Z,"19km SE of Soda Springs, Idaho",earthquake,2.2,10.1,0.055,44,reviewed,us,us
2018-01-26T05:15:43.384Z,56.3082,-148.3676,10,4.2,ml,,,,0.83,ak,ak18197168,2018-01-26T08:54:42.051Z,"281km ESE of Kodiak, Alaska",earthquake,,0,,,reviewed,ak,ak
2018-01-26T04:48:25.920Z,-7.2213,105.7408,62.72,4.4,mb,,130,3.239,1.22,us,us2000cplz,2018-01-26T11:02:36.844Z,"44km S of Cicadas, Indonesia",earthquake,4,9.9,0.138,15,reviewed,us,us
2018-01-26T04:39:55.053Z,55.9234,-150.1996,10.7,3.9,ml,,,,0.69,ak,ak18196921,2018-01-26T08:36:13.476Z,"247km SE of Kodiak, Alaska",earthquake,,7.3,,,reviewed,ak,ak
2018-01-26T03:38:12.710Z,34.0446667,-116.6325,9.99,2.92,ml,114,19,0.01422,0.17,ci,ci38092928,2018-01-27T15:18:04.604Z,"5km W of Morongo Valley, CA",earthquake,0.1,0.23,0.155,175,reviewed,ci,ci
2018-01-26T03:35:53.760Z,42.5516667,-111.429,8.73,3.28,ml,20,69,0.08692,0.15,uu,uu60266002,2018-01-26T21:44:04.196Z,"18km SE of Soda Springs, Idaho",earthquake,0.3,0.36,0.136,5,reviewed,uu,uu
2018-01-26T03:32:08.150Z,42.5654,-111.4823,10,4.3,mb,,85,0.127,0.72,us,us2000cpkg,2018-01-28T18:33:06.040Z,"14km SE of Soda Springs, Idaho",earthquake,2.9,2,0.108,24,reviewed,us,us
2018-01-26T03:19:05.064Z,61.6322,-149.8903,30.3,2.8,ml,,,,0.5,ak,ak18196671,2018-01-26T07:32:01.686Z,"3km W of Houston, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-01-26T01:58:15.920Z,36.9408333,-121.669,7.23,2.78,md,89,51,0.01145,0.16,nc,nc72958686,2018-01-26T11:28:23.063Z,"6km ESE of Interlaken, CA",earthquake,0.16,0.34,0.124,116,reviewed,nc,nc
2018-01-26T01:09:30.359Z,56.0304,-149.2281,19.1,5,ml,,,,0.72,ak,ak18196426,2018-01-26T17:26:24.040Z,"271km SE of Kodiak, Alaska",earthquake,,78,,,reviewed,ak,ak
2018-01-26T01:04:45.410Z,36.0221667,-117.7773333,1.68,2.45,ml,34,44,0.04712,0.13,ci,ci38092864,2018-01-26T01:46:37.544Z,"15km NE of Little Lake, CA",earthquake,0.13,0.21,0.146,25,reviewed,ci,ci
2018-01-26T00:43:45.330Z,67.5076,-158.2777,10,2.7,ml,,70,1.093,1.12,us,us2000cpjc,2018-01-26T01:34:08.040Z,"90km NW of Kobuk, Alaska",earthquake,3.2,2,0.051,50,reviewed,us,us
2018-01-25T23:55:14.850Z,55.7338,-149.7231,10,4.6,mb,,145,2.477,1.08,us,us2000cpiw,2018-01-26T17:55:42.040Z,"281km SE of Kodiak, Alaska",earthquake,6.7,1.9,0.042,171,reviewed,us,us
2018-01-25T23:32:14.799Z,59.3121,-145.6095,8.8,3.1,ml,,,,0.84,ak,ak18195993,2018-01-25T23:59:46.739Z,"45km SE of Middleton Island, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-01-25T23:11:39.290Z,17.418,-67.7448,51,3.12,md,5,340,0.8658,0.38,pr,pr2018025022,2018-01-26T03:54:19.627Z,"85km SW of Pole Ojea, Puerto Rico",earthquake,5.66,11.8,0.05,3,reviewed,pr,pr
2018-01-25T23:07:08.870Z,36.9306,-97.3749,6.44,2.5,mb_lg,,87,0.116,0.4,us,us2000cphz,2018-01-26T07:16:06.564Z,"16km NNW of Blackwell, Oklahoma",earthquake,1.2,6.2,0.193,7,reviewed,us,us
2018-01-25T22:03:35.340Z,-4.8509,-76.5321,41.43,4.4,mb,,95,2.585,0.95,us,us2000cph9,2018-01-26T00:24:53.325Z,"18km E of Barranca, Peru",earthquake,4.1,12.6,0.144,14,reviewed,us,us
2018-01-25T21:35:09.724Z,56.2076,-149.2393,10,3.2,ml,,,,0.68,ak,ak18195636,2018-01-26T04:08:41.040Z,"241km SE of Kodiak, Alaska",earthquake,,0,,,reviewed,ak,ak
2018-01-25T21:29:08.019Z,61.2714,-150.1165,31.9,2.7,ml,,,,0.72,ak,ak18195621,2018-01-26T07:30:13.389Z,"13km WNW of Anchorage, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-01-25T21:12:50.220Z,50.5183,-173.3721,10,2.6,ml,,310,1.763,0.55,us,us2000cpil,2018-01-26T04:09:44.040Z,"195km SSE of Atka, Alaska",earthquake,8.8,2,,,reviewed,us,ak
2018-01-25T20:32:53.931Z,56.4169,-148.4085,11.6,3.3,ml,,,,0.67,ak,ak18195426,2018-01-25T23:38:14.453Z,"286km ESE of Kodiak, Alaska",earthquake,,5.1,,,reviewed,ak,ak
2018-01-25T20:29:46.402Z,56.3482,-149.1523,11.4,3,ml,,,,0.57,ak,ak18195424,2018-01-25T23:32:40.660Z,"254km SE of Kodiak, Alaska",earthquake,,15.3,,,reviewed,ak,ak
2018-01-25T19:19:39.710Z,36.892,-121.4853333,8.59,2.55,md,70,27,0.0359,0.19,nc,nc72958486,2018-01-27T02:04:03.351Z,"7km NE of San Juan Bautista, CA",earthquake,0.21,0.48,0.159,80,reviewed,nc,nc
2018-01-25T19:10:44.540Z,56.3857,-149.4025,36.2,3.7,ml,,,,0.93,ak,ak18195211,2018-01-25T19:24:57.956Z,"240km SE of Kodiak, Alaska",earthquake,,1.4,,,automatic,ak,ak
2018-01-25T18:21:11.781Z,58.6775,-150.16,17.8,2.5,ml,,,,0.31,ak,ak18195056,2018-01-25T18:33:36.078Z,"133km SE of Homer, Alaska",earthquake,,3.3,,,automatic,ak,ak
2018-01-25T18:09:45.680Z,36.5287,-98.9462,5.18,2.7,ml,,146,0.155,0.64,us,us2000cpds,2018-01-26T21:52:27.040Z,"25km ENE of Mooreland, Oklahoma",earthquake,1.9,7.2,0.115,10,reviewed,us,us
2018-01-25T17:48:00.701Z,61.3981,-147.4073,6.8,2.6,ml,,,,0.78,ak,ak18195027,2018-01-25T17:59:00.683Z,"64km WNW of Valdez, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-01-25T17:36:33.050Z,-26.6128,178.2571,626.06,5,mb,,82,4.273,1.04,us,us2000cpd7,2018-01-25T17:50:35.040Z,South of the Fiji Islands,earthquake,13.5,9.3,0.137,17,reviewed,us,us
2018-01-25T17:24:33.850Z,40.4296,-126.3863,8.19,5,mww,,68,1.564,1.09,us,us2000cpcn,2018-01-26T22:10:00.952Z,"180km W of Ferndale, California",earthquake,4.5,3.4,0.055,32,reviewed,us,us
2018-01-25T17:18:25.154Z,62.1197,-149.5397,35.9,2.5,ml,,,,0.66,ak,ak18194874,2018-01-25T17:22:43.026Z,"16km ESE of Y, Alaska",earthquake,,3.3,,,automatic,ak,ak
2018-01-25T17:17:35.560Z,27.3144,57.4572,10,4.2,mb,,124,2.614,0.89,us,us2000cpcm,2018-01-25T20:55:31.040Z,"41km ENE of Minab, Iran",earthquake,8.1,2,0.121,19,reviewed,us,us
2018-01-25T16:59:17.170Z,86.0534,30.2859,10,4.4,mb,,60,7.49,0.85,us,us2000cpca,2018-01-26T19:26:45.040Z,North of Svalbard,earthquake,10,1.9,0.07,58,reviewed,us,us
2018-01-25T16:39:43.230Z,40.4372,-126.3397,8.06,5.8,mww,,41,1.528,0.98,us,us2000cpba,2018-01-28T10:35:32.127Z,"176km W of Ferndale, California",earthquake,5.3,2.9,0.039,62,reviewed,us,us
2018-01-25T16:27:59.945Z,56.357,-149.2567,15.6,3.6,ml,,,,0.57,ak,ak18194716,2018-01-25T19:02:22.191Z,"248km SE of Kodiak, Alaska",earthquake,,6.1,,,automatic,ak,ak
2018-01-25T16:22:24.050Z,-18.3212,-69.4267,9.61,4.1,mb,,134,0.078,1.21,us,us2000cp9u,2018-01-26T18:40:54.040Z,"19km SE of Putre, Chile",earthquake,6.2,10.2,0.371,2,reviewed,us,us
2018-01-25T16:20:10.470Z,56.1112,-149.3206,19.87,4.3,mb,,141,2.45,0.88,us,us2000cpc1,2018-01-26T16:47:51.040Z,"264km SE of Kodiak, Alaska",earthquake,7.8,7.4,0.308,4,reviewed,us,us
2018-01-25T15:55:06.182Z,56.5014,-148.5432,5.9,3.3,ml,,,,0.64,ak,ak18194705,2018-01-26T16:27:43.040Z,"275km ESE of Kodiak, Alaska",earthquake,,2.4,,,reviewed,ak,ak
2018-01-25T15:14:30.205Z,63.1631,-150.1203,110.5,3,ml,,,,0.41,ak,ak18194689,2018-01-26T15:27:32.040Z,"63km WSW of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-01-25T15:02:09.110Z,0.197,-77.7556,1.13,4.5,mb,,84,0.45,1.03,us,us2000cp9e,2018-01-26T15:05:06.062Z,"32km SE of Pimampiro, Ecuador",earthquake,2.1,6.4,0.116,23,reviewed,us,us
2018-01-25T14:52:39.117Z,56.3275,-149.2706,10.4,3.1,ml,,,,0.64,ak,ak18194683,2018-01-25T23:07:09.296Z,"250km SE of Kodiak, Alaska",earthquake,,9.2,,,reviewed,ak,ak
